"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem","CID_to_CID","IK_to_IK","IKFB_to_IKFB","ReactionSMILES","DescReactionSMILES","predecessorEM","successorEM","MassDiff","XlogPDiff"
"3-Hydroxy-4-aminopyridine",2762419,"O-sulfonation / Human Phase II","4-Amino-3-hydroxypyridine Sulfate","92043695","10.1186/s13321-018-0324-5","http://www.hmdb.ca/metabolites/HMDB0061120","MetXBioDB | SourceID: BIOTID01946","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","SULT","10.5281/zenodo.4056560","Human","2762419>>92043695","DBDKLFOUWUHPDW-UHFFFAOYSA-N>>UHYGMFPQJLJNNE-UHFFFAOYSA-N","DBDKLFOUWUHPDW>>UHYGMFPQJLJNNE","C1=CN=CC(=C1N)O>>C1=CN=CC(=C1N)OS(=O)(=O)O","C1=CN=CC(=C1N)O>[O-sulfonation / Human Phase II]>C1=CN=CC(=C1N)OS(=O)(=O)O CID: 2762419 to CID: 92043695","110.048012819","190.00482785","79.956815031","-0.6"
"3-Hydroxy-4-methyloctanoyl-CoA",9543274,"Eawag-BBD","4-Methyl-3-oxooctanoyl-CoA","9543275","","Wilkes H, Rabus R, Fischer T, Armstroff A, Behrends A, Widdel F. Arch Microbiol (2002) 177(3): 235-43","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","9543274>>9543275","CCHYSHQMPBOEPT-HRLUSLPWSA-N>>VILNKESSLKFRFV-YBHYYHSUSA-N","CCHYSHQMPBOEPT>>VILNKESSLKFRFV","CCCCC(C)C(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>>CCCCC(C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","CCCCC(C)C(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>[Eawag-BBD]>CCCCC(C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O CID: 9543274 to CID: 9543275","923.23024","921.21458994","-2.01565005999998","0.3"
"3-Hydroxy-4p-methoxyflavone",97141,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[2-(4-methoxyphenyl)-4-oxochromen-3-yl]oxyoxane-2-carboxylic acid","154699878","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01984","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","97141>>154699878","IIBBFGMVMNZMGA-UHFFFAOYSA-N>>PPCBELYSDXAMFR-XTLXVGOWSA-N","IIBBFGMVMNZMGA>>PPCBELYSDXAMFR","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O>>COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O>[O-glucuronidation / Human Phase II]>COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 97141 to CID: 154699878","268.07355886","444.10564683","176.03208797","-2"
"3-Hydroxy-5-methoxyflavone",688675,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(5-methoxy-4-oxo-2-phenylchromen-3-yl)oxyoxane-2-carboxylic acid","154700000","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01983","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","688675>>154700000","WHLQVYWQNZFUPW-UHFFFAOYSA-N>>UQTKNLNNVVKVSC-XTLXVGOWSA-N","WHLQVYWQNZFUPW>>UQTKNLNNVVKVSC","COC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)O>>COC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)O>[O-glucuronidation / Human Phase II]>COC1=CC=CC2=C1C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 688675 to CID: 154700000","268.07355886","444.10564683","176.03208797","-1.6"
"3-Hydroxy-5-methylhex-4-enoyl-CoA",9549330,"Eawag-BBD","5-Methyl-3-oxo-4-hexenoyl-CoA","9549331","","Aguilar JA, Zavala AN, Diaz-Perez C, Cervantes C, Diaz-Perez AL, Campos-Garcia J. Appl Environ Microbiol (2006) 72(3): 2070-9","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","9549330>>9549331","OLZYNLSKRKFUJC-FPVIQYCMSA-N>>ZFKZVSUJTDSJEY-SVHODSNWSA-N","OLZYNLSKRKFUJC>>ZFKZVSUJTDSJEY","CC(=CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O)C>>CC(=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C","CC(=CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O)C>[Eawag-BBD]>CC(=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C CID: 9549330 to CID: 9549331","893.18328981","891.16763975","-2.01565005999998","0.600000000000001"
"3-Hydroxy-5-oxohexanoate",9543231,"Eawag-BBD","3-Hydroxy-5-oxohexanoyl-CoA","9543236","","Krumholz LR, Crawford RL, Hemling ME, Bryant MP. J Bacteriol (1987) 169(5): 1886-90","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","9543231>>9543236","APWDZEIBFNZVND-UHFFFAOYSA-M>>LTOOEXBCTAXFSU-SNIDVWGTSA-N","APWDZEIBFNZVND>>LTOOEXBCTAXFSU","CC(=O)CC(CC(=O)[O-])O>>CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O","CC(=O)CC(CC(=O)[O-])O>[Eawag-BBD]>CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O CID: 9543231 to CID: 9543236","145.05008376","895.16255437","750.11247061","-6.1"
"3-Hydroxy-5-oxohexanoyl-CoA",9543236,"Eawag-BBD","(3S)-3-Hydroxybutyryl-CoA","9543037","","Armstrong SM, Patel TR. J Basic Microbiol (1994) 34(2): 123-35","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","9543236>>9543037","LTOOEXBCTAXFSU-SNIDVWGTSA-N>>QHHKKMYHDBRONY-VKBDFPRVSA-N","LTOOEXBCTAXFSU>>QHHKKMYHDBRONY","CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>>C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O","CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>[Eawag-BBD]>C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O CID: 9543236 to CID: 9543037","895.16255437","853.15198968","-42.0105646899999","0.8"
"3-Hydroxy-5,7-dimethoxyflavone",14606540,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-(5,7-dimethoxy-4-oxo-2-phenylchromen-3-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","154699831","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID02132","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","14606540>>154699831","CPYJUQBXJXCLAY-UHFFFAOYSA-N>>NYIQKNFWTDFRBQ-GWQNJANKSA-N","CPYJUQBXJXCLAY>>NYIQKNFWTDFRBQ","COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)O>>COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)O>[O-glucuronidation / Human Phase II]>COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 14606540 to CID: 154699831","298.08412354","474.11621151","176.03208797","-1"
"3-Hydroxy-6-methoxyflavone",688676,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(6-methoxy-4-oxo-2-phenylchromen-3-yl)oxyoxane-2-carboxylic acid","154699702","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID02110","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","688676>>154699702","OGURJSOPVFCIOO-UHFFFAOYSA-N>>JBVKRKSXSQNJOP-XTLXVGOWSA-N","OGURJSOPVFCIOO>>JBVKRKSXSQNJOP","COC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3>>COC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=CC=C4","COC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3>[O-glucuronidation / Human Phase II]>COC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=CC=C4 CID: 688676 to CID: 154699702","268.07355886","444.10564683","176.03208797","-2"
"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",15939984,"Aromatic-OH glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[2-(1,3-benzodioxol-5-yl)-6-methyl-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","154699820","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01791","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","15939984>>154699820","KWAOBWWDFBQFGR-UHFFFAOYSA-N>>NKDPDGKGOPGXMS-GWQNJANKSA-N","KWAOBWWDFBQFGR>>NKDPDGKGOPGXMS","CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC4=C(C=C3)OCO4>>CC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC5=C(C=C4)OCO5","CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC4=C(C=C3)OCO4>[Aromatic-OH glucuronidation / Human Phase II]>CC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC5=C(C=C4)OCO5 CID: 15939984 to CID: 154699820","296.06847348","472.10056145","176.03208797","-1.5"
"3-Hydroxy-6-methylflavone",227445,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(6-methyl-4-oxo-2-phenylchromen-3-yl)oxyoxane-2-carboxylic acid","154699652","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01926","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","227445>>154699652","KLGALCMPMFKGDQ-UHFFFAOYSA-N>>HQLXUDIGPIDYSU-XTLXVGOWSA-N","KLGALCMPMFKGDQ>>HQLXUDIGPIDYSU","CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3>>CC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=CC=C4","CC1=CC2=C(C=C1)OC(=C(C2=O)O)C3=CC=CC=C3>[O-glucuronidation / Human Phase II]>CC1=CC2=C(C=C1)OC(=C(C2=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=CC=C4 CID: 227445 to CID: 154699652","252.078644241","428.11073221","176.032087969","-2"
"3-Hydroxy-6,4p-dimethoxyflavone",688858,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[6-methoxy-2-(4-methoxyphenyl)-4-oxochromen-3-yl]oxyoxane-2-carboxylic acid","154699693","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01933","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","688858>>154699693","RIRAMOVDGJDPRU-UHFFFAOYSA-N>>IWDGVDFFCRPYDE-GWQNJANKSA-N","RIRAMOVDGJDPRU>>IWDGVDFFCRPYDE","COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)OC)O>>COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)OC)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)OC)O>[O-glucuronidation / Human Phase II]>COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)OC)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 688858 to CID: 154699693","298.08412354","474.11621151","176.03208797","-1.9"
"3-hydroxy-7-ethoxycourmarin",13031686,"Aromatic-OH glucuronidation / Human Phase II","3-hydroxy-7-ethoxycourmarin O-glucuronide","154699629","10.1186/s13321-018-0324-5","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218","MetXBioDB | SourceID: BIOTID01608","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human","13031686>>154699629","OCCRKOWLAVGGOA-UHFFFAOYSA-N>>HAURMTSHBOQRNH-KSXIZUIISA-N","OCCRKOWLAVGGOA>>HAURMTSHBOQRNH","CCOC1=C(C=C2C=CC(=O)OC2=C1)O>>CCOC1=C(C=C2C=CC(=O)OC2=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O","CCOC1=C(C=C2C=CC(=O)OC2=C1)O>[Aromatic-OH glucuronidation / Human Phase II]>CCOC1=C(C=C2C=CC(=O)OC2=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O CID: 13031686 to CID: 154699629","206.0579088","382.08999677","176.03208797","-1.6"
"3-Hydroxy-7-methoxyflavone",344546,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(7-methoxy-4-oxo-2-phenylchromen-3-yl)oxyoxane-2-carboxylic acid","154699518","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID02103","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","344546>>154699518","IPRIGHIBTRMTDP-UHFFFAOYSA-N>>BRQDNQXQNQAPGY-XTLXVGOWSA-N","IPRIGHIBTRMTDP>>BRQDNQXQNQAPGY","COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)O>>COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)O>[O-glucuronidation / Human Phase II]>COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=CC=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 344546 to CID: 154699518","268.07355886","444.10564683","176.03208797","-2"
"3-Hydroxy-7,4p-dimethoxyflavone",265699,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[7-methoxy-2-(4-methoxyphenyl)-4-oxochromen-3-yl]oxyoxane-2-carboxylic acid","154700150","10.1186/s13321-018-0324-5","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI:10.1007/s11095-012-0666-z","MetXBioDB | SourceID: BIOTID01780","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A9","10.5281/zenodo.4056560","Human","265699>>154700150","IFHXSMSQHPVVSF-UHFFFAOYSA-N>>ZRRFQRHQGVMADR-GWQNJANKSA-N","IFHXSMSQHPVVSF>>ZRRFQRHQGVMADR","COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)OC)O>>COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)OC)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)OC)O>[O-glucuronidation / Human Phase II]>COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)OC)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O CID: 265699 to CID: 154700150","298.08412354","474.11621151","176.03208797","-1.9"
"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",14372344,"Eawag-BBD","3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione","440483","","Horinouchi M, Hayashi T, Kudo T. J Steroid Biochem Mol Biol (2004) 92(3): 143-54","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","14372344>>440483","ZWXONJFCJAGEBA-BXWFABGCSA-N>>YUHVBHDSVLKFNI-NJSLBKSFSA-N","ZWXONJFCJAGEBA>>YUHVBHDSVLKFNI","CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3CCC(=O)[C@]3(CCC2=O)C>>CC1=C(C(=C(C=C1)O)O)CC[C@H]2[C@@H]3CCC(=O)[C@]3(CCC2=O)C","CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3CCC(=O)[C@]3(CCC2=O)C>[Eawag-BBD]>CC1=C(C(=C(C=C1)O)O)CC[C@H]2[C@@H]3CCC(=O)[C@]3(CCC2=O)C CID: 14372344 to CID: 440483","300.17254462","316.16745924","15.99491462","-0.4"
"3-Hydroxyaminophenol",5460445,"Eawag-BBD","4-Aminocatechol","151726","","Zhao JS, Singh A, Huang XD, Ward OP. Appl Environ Microbiol (2000) 66(6): 2336-42","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","5460445>>151726","NAKOPKHXTPVJIZ-UHFFFAOYSA-N>>KDHUXRBROABJBC-UHFFFAOYSA-N","NAKOPKHXTPVJIZ>>KDHUXRBROABJBC","C1=CC(=CC(=C1)O)NO>>C1=CC(=C(C=C1N)O)O","C1=CC(=CC(=C1)O)NO>[Eawag-BBD]>C1=CC(=C(C=C1N)O)O CID: 5460445 to CID: 151726","125.047678466","125.047678466","0","0.0999999999999999"
"3-Hydroxyaminophenol",5460445,"Eawag-BBD","Aminohydroquinone","3017497","","Schenzle A, Lenke H, Spain JC, Knackmuss HJ. J Bacteriol (1999) 181(5): 1444-50","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","5460445>>3017497","NAKOPKHXTPVJIZ-UHFFFAOYSA-N>>SBXKRBZKPQBLOD-UHFFFAOYSA-N","NAKOPKHXTPVJIZ>>SBXKRBZKPQBLOD","C1=CC(=CC(=C1)O)NO>>C1=CC(=C(C=C1O)N)O","C1=CC(=CC(=C1)O)NO>[Eawag-BBD]>C1=CC(=C(C=C1O)N)O CID: 5460445 to CID: 3017497","125.047678466","125.047678466","0","-0.3"
"3-Hydroxyanthranilate",86,"Eawag-BBD","2-Amino-3-carboxymuconate-6-semialdehyde","9543319","","Pandey G, Paul D, Jain RK. FEMS Microbiol Lett (2003) 229(2): 231-6","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","86>>9543319","WJXSWCUQABXPFS-UHFFFAOYSA-N>>KACPVQQHDVBVFC-OIFXTYEKSA-L","WJXSWCUQABXPFS>>KACPVQQHDVBVFC","C1=CC(=C(C(=C1)O)N)C(=O)O>>C(=C\C(=C(/C(=O)[O-])\N)\C(=O)[O-])\C=O","C1=CC(=C(C(=C1)O)N)C(=O)O>[Eawag-BBD]>C(=C\C(=C(/C(=O)[O-])\N)\C(=O)[O-])\C=O CID: 86 to CID: 9543319","153.042593085","183.01677226","29.974179175","-0.1"
"3-Hydroxybenzaldehyde",101,"Eawag-BBD","3-Hydroxybenzoate","54675842","","Keat MJ, Hooper DJ. Biochem Soc Trans (1975) 3(3): 385-6","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","101>>54675842","IAVREABSGIHHMO-UHFFFAOYSA-N>>IJFXRHURBJZNAO-UHFFFAOYSA-M","IAVREABSGIHHMO>>IJFXRHURBJZNAO","C1=CC(=CC(=C1)O)C=O>>C1=CC(=CC(=C1)[O-])C(=O)O","C1=CC(=CC(=C1)O)C=O>[Eawag-BBD]>C1=CC(=CC(=C1)[O-])C(=O)O CID: 101 to CID: 54675842","122.03677943","137.023869017","14.987089587","1.1"
"3-Hydroxybenzoate",54675842,"Eawag-BBD","3,4-Dihydroxybenzoate","54675866","","Nakazawa T, Hayashi E. Appl Environ Microbiol (1978) 36(2): 264-9","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","54675842>>54675866","IJFXRHURBJZNAO-UHFFFAOYSA-M>>YQUVCSBJEUQKSH-UHFFFAOYSA-M","IJFXRHURBJZNAO>>YQUVCSBJEUQKSH","C1=CC(=CC(=C1)[O-])C(=O)O>>C1=CC(=C(C=C1C(=O)O)O)[O-]","C1=CC(=CC(=C1)[O-])C(=O)O>[Eawag-BBD]>C1=CC(=C(C=C1C(=O)O)O)[O-] CID: 54675842 to CID: 54675866","137.023869017","153.01878364","15.994914623","-0.7"
