"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem"
"indinavir",5362440,"Aromatic Hydroxylation / Human Phase I","N-tert-butyl-1-[2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-4-[(4-hydroxyphenyl)methyl]-5-oxopentyl]-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide","154700033","10.1186/s13321-018-0324-5","PMID:9175724","MetXBioDB | SourceID: BIOTID00617","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"indinavir",5362440,"N-Dealkylation / Human Phase I","1-[4-Benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-5-oxopentyl]-N-tert-butylpiperazine-2-carboxamide","22899299","10.1186/s13321-018-0324-5","PMID:9175724","MetXBioDB | SourceID: BIOTID00616","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"indinavir",5362440,"N-Oxidation / Human Phase I","1-[4-benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-5-oxopentyl]-N-tert-butyl-4-[(1-oxidopyridin-1-ium-3-yl)methyl]piperazine-2-carboxamide","74044491","10.1186/s13321-018-0324-5","PMID:9175724","MetXBioDB | SourceID: BIOTID00615","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"indiplon",6450813,"N-dealkylation of tertiary carboxamide / Human Phase I","N-Desmethylindiplon","44390222","10.1186/s13321-018-0324-5","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423","MetXBioDB | SourceID: BIOTID00619","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4; CYP1A2","10.5281/zenodo.4056560","Human"
"indole",798,"Aliphatic Hydroxylation / Human Phase I","Indoxyl","50591","10.1186/s13321-018-0324-5","PMID:11076521","MetXBioDB | SourceID: BIOTID00620","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human"
"indole",798,"Aromatic Hydroxylation / Human Phase I","6-Hydroxyindole","524508","10.1186/s13321-018-0324-5","PMID:11076521","MetXBioDB | SourceID: BIOTID00622","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human"
"indole",798,"C-Oxidation / Human Phase I","Oxindole","321710","10.1186/s13321-018-0324-5","PMID:11076521","MetXBioDB | SourceID: BIOTID00621","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human"
"Indole",798,"Metabolism","1H-Indol-3-ol","50591","NULL","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. I-3","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat; Rabbit, Chromobacterium"
"Indole",798,"Metabolism","1H-Indol-3-ol","50591","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 45","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat"
"Indole",798,"Metabolism","1H-Indol-3-ol","50591","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 69","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Indole",798,"Metabolism","2-(Formylamino)benzoic acid","101399","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 69","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Indole",798,"Metabolism","3-Hydroxyindolin-2-one","6097","NULL","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. I-3","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Coccus"
"Indole",798,"Metabolism","5-Hydroxyoxindole","76955","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 45","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat"
"Indole",798,"Metabolism","Anthranilic acid","227","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 69","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Indole",798,"Metabolism","Formic Acid","284","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 69","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Indole",798,"Metabolism","Indole-3-glycerol phosphate","444150","NULL","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. I-3","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Neurospora, Eschericha"
"Indole",798,"Metabolism","Isatin","7054","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 45","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat"
"Indole",798,"Metabolism","Oxindole","321710","NULL","Parke, D. V. The Biochemistry of Foreign Compounds. Oxford: Pergamon Press, 1968., p. 45","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rat"
"Indole",798,"Metabolism","Tryptophan","6305","NULL","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. I-3","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Escherichia, Bacillus, Claviceps; Mycobacterium, Streptomyces; Pea, Nicotiana, Neurospora"
"Indole-3-acetic-acid",802,"O-glucuronidation of aliphatic acid / Human Phase II","Indole-3-acetic-acid-O-glucuronide","124202110","10.1186/s13321-018-0324-5","http://www.hmdb.ca/metabolites/HMDB0060001","MetXBioDB | SourceID: BIOTID01735","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"indomethacin",3715,"O-aryl demethylation / Human Phase I","O-Desmethylindomethacin","159665","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00623","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19; CYP2D6; CYP1A2","10.5281/zenodo.4056560","Human"
"indomethacin",3715,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","154699895","10.1186/s13321-018-0324-5","Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation|https://www.drugbank.ca/metabolites/DBMET00157","MetXBioDB | SourceID: BIOTID02067","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"INDOMETHACIN",3715,"N-dealcyaltion","DESCHLOROBENZOYL INDOMETHACIN","76151","NULL","9492390","ChEMBL IDs (pred,succ,enzyme): CHEMBL6|CHEMBL1058|NULL","metid:1412; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDOMETHACIN",3715,"O-Demethylation","O-DESMETHYL INDOMETHACIN","159665","NULL","9492390","ChEMBL IDs (pred,succ,enzyme): CHEMBL6|CHEMBL800|CHEMBL3397","metid:1411; protacxns:P11712; geneids:1559","ChEMBL","Cytochrome P450 2C9",NA,NA
"indoxacarb",107720,"Environmental","(4-trifluoromethoxy)phenyl urea","2779224","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"indoxacarb",107720,"Environmental","(E)-methyl 5-chloro-2,3-dihydro-2-hydroxy-1-((((methoxycarbonyl)(4-trifluoromethoxy)phenyl)amino)carbonyl)hydrazono)-1H-indene-2-carboxylate","155884400","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"indoxacarb",107720,"Environmental","methyl-7-chloro-2,5-dihydro-2-(((trifluoromethoxy)phenyl)amino)carbonyl(indeno(1,3,4)oxadiazine-4a(3H)-carboxylate","155884405","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"Indoxacarb",107720,"Environmental Transformation","(4-trifluoromethoxy)phenyl urea","2779224","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","PPDB_ID_857","Pesticides Properties DataBase; Lewis, K.A., Tzilivakis, J., Warner, D.J. and Green, A., 2016. An international database for pesticide risk assessments and management. Human and Ecological Risk Assessment: An International Journal 22(4), 1050-1064.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Indoxacarb",107720,"Environmental Transformation","(E)-methyl 5-chloro-2,3-dihydro-2-hydroxy-1-((((methoxycarbonyl)(4-trifluoromethoxy)phenyl)amino)carbonyl)hydrazono)-1H-indene-2-carboxylate","139594186","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","PPDB_ID_856","Pesticides Properties DataBase; Lewis, K.A., Tzilivakis, J., Warner, D.J. and Green, A., 2016. An international database for pesticide risk assessments and management. Human and Ecological Risk Assessment: An International Journal 22(4), 1050-1064.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Indoxacarb",107720,"Environmental Transformation","methyl-7-chloro-2,5-dihydro-2-[[[trifluoromethoxy)phenyl]amino]carbonyl]indeno[1,3,4]oxadiazine-4a(3H)-carboxylate","139597707","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","PPDB_ID_855","Pesticides Properties DataBase; Lewis, K.A., Tzilivakis, J., Warner, D.J. and Green, A., 2016. An international database for pesticide risk assessments and management. Human and Ecological Risk Assessment: An International Journal 22(4), 1050-1064.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"inferred metabolite 1",118753470,"NULL","(S)-N-((1-(5-(4-fluorophenyl)-2-methylthiazole-4-carbonyl)piperidin-2-yl)methyl)-2-hydroxybenzofuran-4-carboxamide","118753126","10.1124/dmd.110.035386","21045199","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542347|CHEMBL3526736|NULL","metid:321; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"inferred metabolite 1",118753470,"NULL","inferred metabolite 2","118753471","10.1124/dmd.110.035386","21045199","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542347|CHEMBL3542348|NULL","metid:320; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"inferred metabolite 2",118753471,"NULL","[2-({[((2S)-1-{[5-(4-fluorophenyl)-2-methyl-1,3-thiazol-4-yl]carbonyl}-2-piperidinyl)methyl]amino}carbonyl)-6-hydroxyphenyl]acetic acid","118753333","10.1124/dmd.110.035386","21045199","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542348|CHEMBL3527503|NULL","metid:314; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
